"title","year","homepage","popularity","romance","horror","action","comedy","fantasy","non-fiction","type"
"A Serious Man","2009","","6.6","0","0","0","1","1","0","M"
"Digimon: The Movie","2000","","6.2","0","0","0","1","1","0","M"
"Vanity Fair","2004","","5.5","1","0","0","0","1","0","M"
"The Day After Tomorrow","2004","http://www.thedayaftertomorrow.com/","6.2","0","0","1","0","1","0","M"
"Sex With Strangers","2002","","5","0","0","0","0","0","1","M"
"Larry Crowne","2011","http://www.larrycrowne.com/","5.7","1","0","0","1","1","0","M"
"Reign of Assassins","2010","http://jianyu.ent.sina.com.cn/","6.7","0","0","1","0","0","1","M"
"Choke","2008","","6","0","0","0","1","1","0","M"
"Love in the Time of Monsters","2014","","5","0","1","0","1","0","0","M"
"Brotherly Love","2015","","6.9","0","0","0","0","1","0","M"
"Glory","1989","","7.4","0","0","0","0","0","1","M"
"Garden State","2004","http://www2.foxsearchlight.com/gardenstate/","7.1","1","0","0","1","1","0","M"
"Zombie Hunter","2013","https://www.facebook.com/zombiehuntermovie","3.5","0","0","1","1","1","0","M"
"Alexander","2004","","5.6","1","0","1","0","1","1","M"
"Alfie","2004","","5.6","0","0","0","1","0","0","M"
"House at the End of the Street","2012","","5.6","0","1","1","0","0","0","M"
"[REC]","2007","http://www.3l-filmverleih.de/rec","7.1","0","1","0","0","0","0","M"
"The Golden Child","1986","","5.6","0","0","1","1","0","0","M"
"Stealth","2005","","4.9","0","0","1","0","0","0","M"
"Topaz","1969","","6.1","0","1","1","0","1","0","M"
"My Fellow Americans","1996","","6.3","0","0","0","1","1","0","M"
"Orgazmo","1997","http://www.orgazmodvd.com/","6.2","0","0","0","1","0","0","M"
"Rain Man","1988","","7.6","0","0","0","0","1","0","M"
"Biutiful","2010","","7","0","0","0","0","1","0","M"
"When the Game Stands Tall","2014","","6.3","0","0","0","0","1","0","M"
"Paranormal Activity 4","2012","","5.2","0","1","0","0","0","0","M"
"It's All Gone Pete Tong","2004","","7.1","0","0","0","1","1","1","M"
"30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo","2013","","2.9","0","0","0","1","0","0","M"
"The Manchurian Candidate","2004","","6.2","0","1","1","0","1","0","M"
"CJ7","2008","","6.1","0","0","0","1","1","0","M"
"The Village","2004","","6.2","0","1","1","0","1","0","M"
"A History of Violence","2005","","6.9","0","1","1","0","1","0","M"
"Sarah's Key","2010","http://www.sarahskey.com.au/","7.2","0","0","0","0","1","1","M"
"Bad Words","2013","","6.4","0","0","0","1","0","0","M"
"Henry & Me","2014","","3","0","0","0","1","0","0","M"
"Donkey Punch","2008","http://www.donkeypunchmovie.co.uk/","4.5","0","1","1","0","1","0","M"
"Pocahontas","1995","","6.7","0","0","1","1","1","0","M"
"Exiled","2006","","7","0","1","1","0","0","0","M"
"Judgment at Nuremberg","2061","","7.6","0","0","0","0","1","1","M"
"Serial Mom","1994","","6.4","0","1","1","1","0","0","M"
"Baggage Claim","2013","","5.6","0","0","0","1","0","0","M"
"Lolita","2062","","7.3","1","0","0","0","1","0","M"
"Mercury Rising","1998","","6","0","1","1","0","1","0","M"
"Ri????????????????????hie Ri????????????????????h","1994","","5.4","0","0","0","1","0","0","M"
"The Master of Disguise","2002","","3.7","0","0","0","1","0","0","M"
"Shipwrecked","1990","","6.1","0","0","1","0","0","0","M"
"City of God","2002","http://cidadededeus.globo.com/","8.1","0","1","0","0","1","0","M"
"Dylan Dog: Dead of Night","2011","http://dylandogdeadofnight.com/","4.5","0","1","1","1","1","0","M"
"Dream with the Fishes","1997","","7.7","0","0","0","1","0","0","M"
"Set It Off","1996","http://www.newline.com/properties/setitoff.html","6.9","0","1","1","0","1","0","M"
"Cube","1997","","6.9","0","1","1","0","1","0","M"
"Unforgiven","1992","","7.7","0","0","1","0","0","0","M"
"The Return of the Pink Panther","1975","","6.7","0","0","0","1","0","0","M"
"Mystic Pizza","1988","","5.9","1","0","0","1","1","0","M"
"Big","1988","","6.9","1","0","0","1","1","0","M"
"Annie Get Your Gun","2050","","7.3","1","0","1","1","0","1","M"
"W.","2008","http://www.wthefilm.com","6.1","0","0","0","0","1","1","M"
"Underdogs","2013","","6","1","0","1","1","0","0","M"
"Nowhere Boy","2009","http://www.nowhereboy.co.uk/","7.2","0","0","0","0","1","0","M"
"What Happens in Vegas","2008","","5.8","1","0","0","1","0","0","M"
"Return to Oz","1985","http://movies.disney.com/return-to-oz","6.7","0","0","1","0","1","0","M"
"Take the Lead","2006","","6.6","0","0","0","0","0","1","M"
"Sanctuary: Quite a Conundrum","2012","","0","0","1","1","1","0","0","M"
"Lethal Weapon 4","1998","","6.3","0","1","1","1","0","0","M"
"The Spanish Prisoner","1997","","7.1","0","1","1","0","1","0","M"
"Remember Me, My Love","2003","","5.8","1","0","0","1","1","0","M"
"Sinister 2","2015","http://www.sinistermovie.com/","5.4","0","1","0","0","0","0","M"
"Blast from the Past","1999","","6.3","1","0","0","1","0","0","M"
"Scooby-Doo","2002","","5.4","0","1","1","1","0","0","M"
"The Hotel New Hampshire","1984","","5.8","0","0","0","1","1","0","M"
"Charly","1968","","6.6","1","0","0","0","1","0","M"
"Harry Potter and the Goblet of Fire","2005","http://harrypotter.warnerbros.com/","7.5","0","0","1","0","1","0","M"
"Being Julia","2004","","6.4","1","0","0","1","1","0","M"
"Heartbeeps","1981","","3.8","1","0","0","1","0","0","M"
"The Haunted Mansion","2003","","5.2","0","1","1","1","1","0","M"
"Scream 3","2000","","5.7","0","1","0","0","0","0","M"
"Rat Race","2001","","6","0","0","1","1","0","0","M"
"The Whole Nine Yards","2000","","6.2","0","1","0","1","0","0","M"
"Trash","2014","","7.1","0","1","1","0","1","0","M"
"Top Gun","1986","","6.7","1","0","1","0","0","1","M"
"Arbitrage","2012","","6.1","0","0","1","0","1","0","M"
"Prom","2011","http://disney.go.com/disneypictures/prom/index.html#home","5.7","0","0","0","1","0","0","M"
"Grosse Pointe Blank","1997","","6.9","1","0","1","1","0","0","M"
"Sliding Doors","1998","","6.5","1","0","0","1","1","0","M"
"The Basket","2000","","6.5","0","0","0","0","1","0","M"
"Project Almanac","2015","http://www.projectalmanac.com/","6.4","0","0","1","0","1","0","M"
"Jesus' Son","1999","","6.7","1","0","0","1","1","0","M"
"Almost Famous","2000","","7.4","0","0","0","0","1","1","M"
"Fantasia 2000","1999","http://movies.disney.com/fantasia-2000","7","0","0","0","1","0","1","M"
"Gridiron Gang","2006","","6.5","0","1","1","0","1","0","M"
"Shorts","2009","","5.1","0","0","0","1","0","0","M"
"The Timber","2015","","4.1","0","0","1","0","1","0","M"
"Tin Cup","1996","","5.9","1","0","0","1","1","0","M"
"Banshee Chapter","2013","http://www.filmbreak.com/projects/banshee-chapter","5.7","0","1","1","0","0","0","M"
"The Brain That Wouldn't Die","2062","","4.4","0","1","0","0","1","0","M"
"The Train","2064","","7.2","0","0","1","0","1","1","M"
"Shrek 2","2004","http://www.shrek2.com/","6.7","0","0","1","1","1","0","M"
"Crouching Tiger, Hidden Dragon","2000","","7.2","1","0","1","0","1","0","M"
"Perrier??????????????????????????????????????s Bounty","2009","http://www.perriersbounty.ie/","5.1","0","1","1","1","1","0","M"
"Manderlay","2005","","6.9","0","0","0","0","1","0","M"
"High School Musical 3: Senior Year","2008","http://disney.go.com/disneypictures/highschoolmusical3","6.2","1","0","0","1","1","1","M"
"The Mummy Returns","2001","","6","0","0","1","0","1","0","M"
"Exotica","1994","","6.5","0","1","0","0","1","0","M"
"50 First Dates","2004","","6.6","1","0","0","1","0","0","M"
"K-PAX","2001","http://www.k-pax.com/","7.1","0","0","0","0","1","0","M"
"People I Know","2002","","5.5","0","0","1","0","1","0","M"
"What a Girl Wants","2003","","5.8","0","0","0","1","0","0","M"
"Timecop","1994","","5.5","0","1","1","0","1","0","M"
"Election","1999","","6.7","0","0","0","1","0","0","M"
"Rock Star","2001","","6","0","0","0","1","1","1","M"
"Stepmom","1998","","6.9","1","0","0","0","1","0","M"
"The Chronicles of Narnia: Prince Caspian","2008","","6.3","0","0","1","0","1","0","M"
"Blue Car","2002","","6.7","0","0","0","0","1","0","M"
"Contact","1997","http://www.warnerbros.com/contact","7.2","0","1","0","0","1","0","M"
"Black or White","2014","","6.5","0","0","0","0","1","0","M"
"Never Again","2002","","4","1","0","0","1","0","0","M"
"Star Trek II: The Wrath of Khan","1982","","7.3","0","0","1","0","1","0","M"
"A Streetcar Named Desire","2051","","7.6","0","0","0","0","1","0","M"
"Spaceballs","1987","http://www.mgm.com/view/movie/1873/Spaceballs/","6.7","0","0","0","1","1","0","M"
"54","1998","","5.5","0","0","0","0","1","1","M"
"FearDotCom","2002","","3.2","0","1","1","0","0","0","M"
"Back to the Future Part III","1990","http://www.backtothefuture.com/movies/backtothefuture3","7.1","0","0","1","1","1","0","M"
"Human Traffic","1999","","6.8","0","0","0","1","1","0","M"
"The Dark Hours","2005","","5.5","0","1","1","0","1","0","M"
"Lucky Numbers","2000","","4.9","1","1","1","1","0","0","M"
"Secretary","2002","","6.7","1","0","0","1","1","0","M"
"Autumn in New York","2000","","5.7","1","0","0","0","1","0","M"
"A Single Man","2009","http://www.asingleman-movie.com/","7.3","1","0","0","0","1","0","M"
"Laws of Attraction","2004","","5.6","1","0","1","1","0","0","M"
"The Newton Boys","1998","","5.9","0","1","1","0","1","0","M"
"Dying of the Light","2014","","4.5","0","0","1","0","1","0","M"
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","2006","http://www.boratmovie.com/","6.5","0","0","0","1","0","0","M"
"H.","2014","","6.5","0","0","1","0","1","0","M"
"Four Lions","2010","http://www.four-lions.co.uk/","7","0","1","0","1","1","0","M"
"A Night at the Roxbury","1998","","5.9","0","0","0","1","0","0","M"
"The Best Man","1999","http://www.universalpictures.com/bestman/","6.8","0","0","0","1","1","0","M"
"The Sweetest Thing","2002","http://www.sonypictures.com/movies/thesweetestthing/","5.3","1","0","0","1","0","0","M"
"Flash Gordon","1980","","6.1","0","0","0","0","1","0","M"
"Four Single Fathers","2009","","0","0","0","0","1","1","0","M"
"The Cat in the Hat","2003","","4.9","0","0","0","1","1","0","M"
"Hoot","2006","","5.5","0","0","0","0","1","0","M"
"Narc","2002","","6.8","0","1","1","0","1","0","M"
"Beyond the Black Rainbow","2010","","5.7","0","1","0","0","1","0","M"
"Bang","1995","","6","0","0","0","0","1","0","M"
"2001: A Space Odyssey","1968","","7.9","0","1","1","0","1","0","M"
"Hulk","2003","","5.3","0","0","1","0","1","0","M"
"Hitch","2005","","6.4","1","0","0","1","1","0","M"
"Nine 1/2 Weeks","1986","","5.8","1","0","0","0","1","0","M"
"Fantastic 4: Rise of the Silver Surfer","2007","","5.4","0","0","1","0","1","0","M"
"High Noon","2052","","7.6","0","0","1","0","0","0","M"
"Stonewall","2015","https://twitter.com/Stonewall_Movie","5.2","0","0","0","0","1","0","M"
"Phat Girlz","2006","","3.7","1","0","0","1","0","0","M"
"After.Life","2010","http://www.afterlifethefilm.com/","5.4","0","1","1","0","1","0","M"
"Freddy's Dead: The Final Nightmare","1991","","5.1","0","1","1","1","0","0","M"
"Striptease","1996","","4.4","0","1","1","0","1","0","M"
"The Merchant of Venice","2004","","6.7","1","0","0","0","1","0","M"
"Sparkle","2012","","5.8","0","0","0","0","1","1","M"
"Money Train","1995","","5.4","0","1","1","1","0","0","M"
"Stan Helsing","2009","","4","0","1","0","1","0","0","M"
"The Scorpion King","2002","http://www.the-scorpion-king.com/","5.3","0","0","1","0","1","0","M"
"The Conspirator","2010","http://www.conspiratorthemovie.com/","6.2","0","1","0","0","1","1","M"
"Love and Other Catastrophes","1996","","5.8","1","0","0","1","0","0","M"
"Robin and Marian","1976","","6.6","1","0","1","0","1","0","M"
"The Open Road","2009","http://www.theopenroadmovie.com/","4.8","1","0","0","1","1","0","M"
"Cirque du Freak: The Vampire's Assistant","2009","","5.5","0","0","1","0","1","0","M"
"My Beautiful Laundrette","1985","","6.6","1","0","0","1","1","0","M"
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","2064","","8","0","0","0","1","1","1","M"
"American Beauty","1999","http://www.dreamworks.com/ab/","7.9","0","0","0","0","1","0","M"
"About Schmidt","2002","","6.7","0","0","0","1","1","0","M"
"To Write Love on Her Arms","2015","http://www.reneethemovie.com/","6.8","0","0","0","0","1","1","M"
"The Water Diviner","2014","http://www.thewaterdiviner.com/","6.8","0","0","0","0","1","1","M"
"Beastly","2011","http://www.beastlythemovie.com/","6","1","0","0","0","1","0","M"
"Flipped","2010","http://www.warnerbros.com/flipped","7.4","1","0","0","0","1","0","M"
"The Namesake","2006","","6.8","0","0","0","0","1","0","M"
"See Spot Run","2001","","4.8","0","0","1","1","0","0","M"
"The Time Machine","2002","http://timemachine.countingdown.com/","5.8","0","0","1","0","1","0","M"
"Hoop Dreams","1994","","7.7","0","0","0","0","0","1","M"
"Case 39","2009","http://www.case39movie.com/mainsite/","6.1","0","1","1","0","0","0","M"
"The Good Guy","2009","","5.4","1","0","0","1","0","0","M"
"The Tempest","2010","http://www.tempest-themovie.com/","6","0","0","0","0","1","0","M"
"Unfinished Business","2015","","5","0","0","0","1","0","0","M"
"The Last Temptation of Christ","1988","","7","0","0","0","0","1","0","M"
"Ladder 49","2004","","6.2","0","0","1","0","1","0","M"
"Bringing Out the Dead","1999","","6.6","0","0","0","0","1","0","M"
"Firefox","1982","","5.5","0","0","1","0","1","0","M"
"Marmaduke","2010","http://www.themarmadukemovie.com/","5","0","0","0","1","0","0","M"
"Kate & Leopold","2001","","6","1","0","0","1","1","0","M"
"Zoolander","2001","","6.1","0","0","0","1","0","0","M"
"Before Midnight","2013","","7.4","1","0","0","0","1","0","M"
"Fugly","2014","","5.3","0","0","1","1","1","0","M"
"Men with Brooms","2002","","4.5","0","0","0","1","0","0","M"
"All About Steve","2009","http://www.allaboutstevemovie.com/","4.7","0","0","0","1","0","0","M"
"Valentine","2001","","5","0","1","1","0","0","0","M"
"Garfield: A Tail of Two Kitties","2006","","5.1","0","0","0","1","0","0","M"
"Gangs of New York","2002","http://video.movies.go.com/gangsofnewyork/","7.1","0","1","0","0","1","1","M"
"George of the Jungle","1997","","5.4","1","0","1","1","0","0","M"
"The Pallbearer","1996","","4.6","1","0","0","1","0","0","M"
"Elite Squad","2007","http://www.tropadeeliteofilme.com.br/","7.8","0","1","1","0","1","0","M"
"Buffalo '66","1998","","7.1","1","1","0","1","1","0","M"
"The House of Sand","2005","","6.7","0","0","0","0","1","0","M"
"Eddie: The Sleepwalking Cannibal","2012","","6.1","0","1","0","1","0","0","M"
"Tiger Orange","2014","http://www.tigerorangemovie.com/","6.4","0","0","0","0","1","0","M"
"Lords of Dogtown","2005","","7","0","0","0","0","1","0","M"
"I, Robot","2004","","6.7","0","0","1","0","1","0","M"
"To Die For","1995","","6.7","0","0","1","1","1","0","M"
"I Married a Strange Person!","1998","","7.5","0","0","0","1","1","0","M"
"Old School","2003","http://www.oldschool-themovie.com","6.6","0","0","0","1","0","0","M"
"The Jungle Book 2","2003","","5.6","0","0","1","1","0","0","M"
"We're No Angels","1989","","5.6","0","1","0","1","1","0","M"
"Yours, Mine and Ours","1968","","6.2","0","0","0","1","1","0","M"
"Jeepers Creepers 2","2003","","5.5","0","1","1","0","0","0","M"
"Enter the Dangerous Mind","2013","","4.8","0","0","1","0","0","0","M"
"Tales from the Hood","1995","","5.4","0","1","1","0","0","0","M"
"Ace Ventura: Pet Detective","1994","","6.4","0","1","0","1","0","0","M"
"Archaeology of a Woman","2014","","0","0","0","0","0","1","0","M"
"Palo Alto","2014","","6.4","0","0","0","0","1","0","M"
"What Dreams May Come","1998","","6.8","1","0","0","0","1","0","M"
"Harold & Kumar Go to White Castle","2004","","6.6","0","0","1","1","0","0","M"
"Winnie the Pooh","2011","http://disney.go.com/pooh/home/","6.8","0","0","0","1","0","0","M"
"Promised Land","2012","","6","0","0","0","0","1","0","M"
"Janky Promoters","2009","http://www.jankypromoters.com/","7","0","0","0","1","0","0","M"
"Broken Horses","2015","","5","0","1","1","0","1","0","M"
"Lake Mungo","2008","http://www.lakemungo.com","6.1","0","1","1","0","0","0","M"
"Mongol: The Rise of Genghis Khan","2007","","6.5","0","0","0","0","0","1","M"
"Sugar Town","1999","","5.5","0","0","0","1","0","0","M"
"Madagascar: Escape 2 Africa","2008","http://www.madagascar-themovie.com","6.2","0","0","0","1","0","0","M"
"Dolphins and Whales: Tribes of the Ocean","2008","","8","0","0","0","0","0","1","M"
"Signed, Sealed, Delivered","2013","http://www.hallmarkchannel.com/signedsealeddelivered","7","1","0","0","1","1","0","M"
"DOA: Dead or Alive","2006","","5","0","0","1","0","0","0","M"
"September Dawn","2007","","5","1","0","1","0","1","1","M"
"The Motel","2005","","7","0","0","0","1","1","0","M"
"Midnight Cowboy","1969","","7.4","0","0","0","0","1","0","M"
"The Lazarus Effect","2015","https://www.facebook.com/thelazaruseffect","5.1","0","1","1","0","0","0","M"
"The World Is Mine","2015","","0","0","0","0","0","1","0","M"
"Chicken Run","2000","","6.5","0","0","0","1","0","0","M"
"Texas Rangers","2001","","5.4","0","0","1","0","0","0","M"
"Whatever Works","2009","http://www.sonypictures.com/classics/whateverworks/","6.8","1","0","0","1","0","0","M"
"The Game Plan","2007","http://movies.disney.com/the-game-plan","6","0","0","0","1","0","0","M"
"Religulous","2008","http://www.lionsgate.com/religulous/","7.2","0","0","0","1","0","1","M"
"Born on the Fourth of July","1989","","6.7","0","0","0","0","1","1","M"
"Kangaroo Jack","2003","","4.3","0","1","1","1","0","0","M"
"Anne of Green Gables","1985","http://www.anneofgreengables.com/","8.2","0","0","0","0","1","0","M"
"ATL","2006","","6","0","0","0","0","1","0","M"
"Roll Bounce","2005","","6.1","0","0","0","1","1","0","M"
"Return of the Living Dead 3","1993","","5.9","1","1","0","1","1","0","M"
"The Four Seasons","1981","","6.3","1","0","0","1","1","0","M"
"The Story of Us","1999","","5.9","1","0","0","1","1","0","M"
"The Terminal","2004","http://www.theterminal-themovie.com/","7","0","0","0","1","1","0","M"
"Hoffa","1992","","6.1","0","1","0","0","0","1","M"
"4 Months, 3 Weeks and 2 Days","2007","","7.3","0","0","0","0","1","0","M"
