"title","year","homepage","popularity","romance","horror","action","comedy","fantasy","non-fiction","type"
"The Matador","2005","","6.2","0","1","1","1","1","0","M"
"The Emperor's New Groove","2000","","7.2","0","0","1","1","1","0","M"
"Racing Stripes","2005","","5.1","0","0","0","1","0","0","M"
"Oceans","2009","http://oceans-lefilm.com/","7.3","0","0","0","0","0","1","M"
"Scary Movie 5","2013","","4.6","0","0","0","1","0","0","M"
"The Musketeer","2001","","5.2","0","0","1","0","1","0","M"
"The Switch","2010","http://theswitch-movie.com/","5.9","1","0","0","1","1","0","M"
"The Piano","1993","","7.1","1","0","0","0","1","0","M"
"Alvin and the Chipmunks: Chipwrecked","2011","http://www.munkyourself.com/","5.4","0","0","0","1","1","1","M"
"Babe: Pig in the City","1998","","5.2","0","0","1","1","1","0","M"
"The Messenger: The Story of Joan of Arc","1999","","6.2","0","0","1","0","1","1","M"
"The Big Tease","1999","http://thebigtease.warnerbros.com/index.html","5.8","0","0","0","1","0","0","M"
"Thirteen","2003","","6.7","0","1","0","0","1","0","M"
"Blades of Glory","2007","","5.9","0","0","1","1","1","0","M"
"Happiness","1998","","7.4","0","0","0","1","1","0","M"
"The Good, The Bad, The Weird","2008","","7.1","0","0","1","1","0","0","M"
"Asterix at the Olympic Games","2008","http://www.asterixauxjeuxolympiques.com/index.php","5","0","0","1","1","1","0","M"
"The Amazing Catfish","2013","","5.7","0","0","0","1","1","0","M"
"Mr. Popper's Penguins","2011","http://www.popperspenguins.com/main.html","5.7","0","0","0","1","0","0","M"
"The Watcher","2000","","4.9","0","1","1","0","0","0","M"
"Raiders of the Lost Ark","1981","http://www.indianajones.com","7.7","0","0","1","0","0","0","M"
"The Sound of Music","2065","","7.4","1","0","0","0","1","1","M"
"The Big Parade","2025","","7","1","0","0","0","1","1","M"
"16 to Life","2009","","4.4","1","0","0","1","0","0","M"
"First Knight","1995","","5.9","1","0","1","0","1","0","M"
"Night of the Living Dead","1968","","7.5","0","1","0","0","0","0","M"
"Tumbleweeds","1999","","6.2","0","0","0","1","1","0","M"
"Back to the Future","1985","http://www.backtothefuture.com/movies/backtothefuture1","8","0","0","1","1","1","0","M"
"A Scanner Darkly","2006","http://www.warnerbros.com/movies/home-entertainment/scanner-darkly-a/d7c290af-c285-41c4-a4d6-efb3a86b3893.html","6.8","0","0","1","1","1","0","M"
"Our Kind of Traitor","2016","","6","0","0","1","0","0","0","M"
"The Wolfman","2010","http://www.thewolfmanmovie.com/","5.5","0","1","1","0","1","0","M"
"Goddess of Love","2015","http://www.goddessoflovemovie.com/","6.2","0","1","1","0","1","0","M"
"Roger & Me","1989","","7.4","0","0","0","0","0","1","M"
"Camping Sauvage","2005","","4.8","1","0","0","0","1","0","M"
"Wimbledon","2004","","6","1","0","0","1","0","0","M"
"Barry Lyndon","1975","","7.7","1","0","0","0","1","1","M"
"Diamonds Are Forever","1971","http://www.mgm.com/view/movie/529/Diamonds-Are-Forever/","6.3","0","0","1","0","0","0","M"
"Lord of War","2005","","7","0","1","1","0","1","0","M"
"War Horse","2011","http://www.warhorsemovie.com/","7","0","0","0","0","1","1","M"
"Trust the Man","2005","","5.5","1","0","0","1","1","0","M"
"Apollo 13","1995","","7.3","0","0","0","0","1","0","M"
"Rent","2005","http://www.sonypictures.com/movies/rent/","6.7","1","0","0","0","1","0","M"
"Mambo Italiano","2003","http://mamboitaliano.ca/","5.6","1","0","0","1","0","0","M"
"The Godfather","1972","http://www.thegodfather.com/","8.4","0","1","0","0","1","0","M"
"The Kite Runner","2007","http://www.kiterunnermovie.com/","7.3","0","0","0","0","1","0","M"
"The Monkey King 2","2016","http://themonkeykingmovie.com","6","0","0","1","0","1","0","M"
"The Monuments Men","2014","http://www.monumentsmen.com/","5.8","0","0","1","0","1","1","M"
"The Original Kings of Comedy","2000","","6.3","0","0","0","1","0","0","M"
"House on Haunted Hill","1999","","5.5","0","1","1","0","0","0","M"
"Ice Princess","2005","","5.9","0","0","0","1","1","0","M"
"Team America: World Police","2004","http://www.teamamerica.com","6.6","0","0","1","1","0","1","M"
"A View to a Kill","1985","http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/","6","0","0","1","0","0","0","M"
"DysFunktional Family","2003","","6.1","0","0","0","1","0","1","M"
"Hop","2011","http://www.iwantcandy.com/","5.5","0","0","0","1","0","0","M"
"The Bourne Supremacy","2004","https://www.uphe.com/movies/the-bourne-supremacy","7.2","0","0","1","0","1","0","M"
"Splash","1984","","6.1","1","0","0","1","1","0","M"
"Rockaway","2007","","5.8","0","0","1","0","1","0","M"
"London to Brighton","2006","","6.5","0","1","1","0","1","0","M"
"Monsoon Wedding","2001","","6.8","1","0","0","1","1","0","M"
"The Borrowers","1997","","5.8","0","0","1","1","1","0","M"
"Shattered Glass","2003","","6.6","0","0","0","0","1","1","M"
"Anna and the King","1999","","6.4","1","0","0","0","1","1","M"
"Listening","2015","http://www.listeningmovie.com/","5.5","0","0","1","0","1","0","M"
"Chasing Mavericks","2012","","7","0","0","0","0","1","0","M"
"Addicted","2014","","5.4","0","0","1","0","1","0","M"
"Don't Say a Word","2001","","6","0","0","1","0","0","0","M"
"Under Siege 2: Dark Territory","1995","","5.6","0","0","1","0","0","0","M"
"The Spiderwick Chronicles","2008","","6.3","0","0","1","0","1","0","M"
"Flatliners","1990","","6.3","0","1","1","0","1","0","M"
"Out Cold","2001","","5.8","0","0","0","1","0","0","M"
"Bobby Jones: Stroke of Genius","2004","","5.5","0","0","0","0","1","0","M"
"Dolphin Tale","2011","http://dolphintalemovie.warnerbros.com/index.html","6.7","0","0","0","0","1","0","M"
"The Santa Clause 2","2002","","5.5","0","0","0","1","1","0","M"
"Tracker","2010","http://www.trackerthemovie.com/","6","0","0","1","0","1","0","M"
"Meteor","1979","","5.1","0","0","1","0","1","0","M"
"Girls Gone Dead","2012","http://girlsgonedeadmovie.com/","3.5","0","1","0","1","0","0","M"
"Gentleman's Agreement","2047","","6.8","1","0","0","0","1","0","M"
"The Deer Hunter","1978","","7.8","0","0","0","0","1","1","M"
"Saving Silverman","2001","","5.4","1","1","0","1","0","0","M"
"Tombstone","1993","","7.4","0","0","1","0","1","1","M"
"Without Men","2011","","4.6","1","0","0","1","0","0","M"
"The Mighty Ducks","1992","","6.4","0","0","0","1","0","0","M"
"Gods and Monsters","1998","http://www.godsandmonsters.net/","6.8","0","0","0","0","1","0","M"
"Nurse 3-D","2013","","4.9","0","1","1","0","0","0","M"
"Alone With Her","2006","","6.2","1","1","1","0","1","0","M"
"Aliens in the Attic","2009","http://www.aliensintheatticmovie.com/","5.3","0","0","1","1","1","0","M"
"The Goods: Live Hard, Sell Hard","2009","http://www.livehardsellhard.com/","5.4","0","0","0","1","0","0","M"
"An American Haunting","2005","","5.3","0","1","1","0","0","0","M"
"Lage Raho Munna Bhai","2006","","7.6","1","0","0","1","1","0","M"
"Bad Boys II","2003","","6.3","0","1","1","1","0","0","M"
"Courage Under Fire","1996","","6.2","0","1","1","0","1","1","M"
"The Final Destination","2009","http://www.TheFinalDestinationMovie.com/","5.4","0","1","0","0","0","0","M"
"Ondine","2009","http://www.ondinefilm.com","6.5","1","0","0","0","1","0","M"
"Lost in Translation","2003","","7.3","0","0","0","0","1","0","M"
"One Man's Hero","1999","","9.3","0","0","1","0","1","1","M"
"The Last Waltz","1978","http://www.mgm.com/#/our-titles/1092/The-Last-Waltz/","7.9","0","0","0","0","0","1","M"
"Home Alone 2: Lost in New York","1992","","6.3","0","1","1","1","0","0","M"
"Kill the Messenger","2014","","6.6","0","1","1","0","1","0","M"
"I Love You Phillip Morris","2009","","6.4","1","0","0","1","1","0","M"
"Somewhere","2010","http://www.scsomewhere.com/","6","0","0","0","1","1","0","M"
"Furry Vengeance","2010","http://www.furryvengeance-movie.com/","4.6","0","0","0","1","0","0","M"
"Frida","2002","","7.3","1","0","0","0","1","0","M"
"Bee Movie","2007","http://www.beemovie.com/","5.7","0","0","1","1","0","0","M"
"Firestarter","1984","","5.9","0","1","1","0","1","0","M"
"Conquest of the Planet of the Apes","1972","","6.1","0","0","1","0","1","0","M"
"Young Guns","1988","","6.6","0","1","1","0","1","0","M"
"The Punisher","2004","http://marvel.com/movies/movie/5/the_punisher","6.1","0","1","1","0","1","0","M"
"Eraser","1996","http://www.warnerbros.com/eraser","5.6","0","1","1","0","1","0","M"
"Bless the Child","2000","","4.9","0","1","1","0","1","0","M"
"Little Big Top","2006","","10","0","0","0","1","0","0","M"
"The Prophecy","1995","","6.4","0","1","1","0","1","0","M"
"Sound of My Voice","2011","","6.3","0","1","0","0","1","0","M"
"The Forbidden Kingdom","2008","http://www.forbiddenkingdommovie.com/","6.3","0","0","1","0","1","0","M"
"Guten Tag, Ram??????????????????n","2013","","8.1","0","0","0","0","1","0","M"
"Transamerica","2005","http://www.transamerica-movie.com/","6.9","0","0","0","0","1","0","M"
"Shrek Forever After","2010","http://www.shrekforeverafter.com/","6","0","0","1","1","1","0","M"
"Windtalkers","2002","","5.8","0","0","1","0","1","1","M"
"Carousel of Revenge","2007","","0","0","1","1","0","0","0","M"
"Fled","1996","","5.2","0","0","1","1","0","0","M"
"Nicholas Nickleby","2002","","6.8","0","0","1","0","1","0","M"
"The Land Girls","1998","","7","1","0","0","0","1","1","M"
"Forty Shades of Blue","2005","","6","1","0","0","0","1","0","M"
"Hero","2002","","7.2","0","0","1","0","1","1","M"
"Tank Girl","1995","","5.5","0","0","1","1","1","0","M"
"Wonderland","2003","","6.2","0","1","1","0","1","0","M"
"United 93","2006","","6.9","0","1","1","0","1","1","M"
"Our Brand Is Crisis","2015","http://www.ourbrandiscrisismovie.com/","5.8","0","0","0","1","1","0","M"
"The Devil Inside","2012","http://www.devilinsidemovie.com","4.6","0","1","1","0","0","0","M"
"Get Smart","2008","http://getsmartmovie.warnerbros.com/","6","0","0","1","1","0","0","M"
"Puss in Boots","2011","","6.4","0","0","1","1","1","0","M"
"21 Grams","2003","http://www.21-grams.com/index.php","7.2","0","1","1","0","1","0","M"
"Howl's Moving Castle","2004","","8.2","0","0","1","1","1","0","M"
"American Hero","2015","http://www.protagonistpictures.com/films/american-hero","5","0","0","1","1","1","0","M"
"The Grudge","2004","","5.8","0","1","1","0","0","0","M"
"Dream House","2011","","5.8","0","1","1","0","1","0","M"
"Malcolm X","1992","","7.2","0","0","0","0","1","1","M"
"Eight Legged Freaks","2002","","5.4","0","1","1","1","0","0","M"
"Gunless","2010","http://gunless.ca/","6.7","0","0","1","1","1","0","M"
"The Curse of the Were-Rabbit","2005","http://www.wallaceandgromit.com/films/the-curse-of-the-wererabbit","6.8","0","0","1","1","0","0","M"
"The Iceman","2012","","6.4","0","1","1","0","1","0","M"
"The Pledge","2001","http://movies.warnerbros.com/thepledge/","6.5","0","1","1","0","1","0","M"
"Hey Arnold! The Movie","2002","","5.6","0","0","0","1","0","0","M"
"Wag the Dog","1997","","6.7","0","0","0","1","1","0","M"
"Alone in the Dark","2005","","3.1","0","1","1","0","1","0","M"
"The Great Raid","2005","","6.8","0","0","1","0","0","1","M"
"Free Birds","2013","","5.7","0","0","0","1","0","0","M"
"Dear Frankie","2004","","7","0","0","0","0","1","0","M"
"In the Bedroom","2001","","6.4","0","0","1","0","1","0","M"
"Red Planet","2000","","5.4","0","0","1","0","1","0","M"
"Romeo Must Die","2000","","6","0","1","1","0","0","0","M"
"Air Force One","1997","","6.2","0","0","1","0","0","0","M"
"King's Ransom","2005","","5.1","0","1","0","1","0","0","M"
"Creative Control","2016","http://creativecontrolmovie.com","5.4","0","0","0","0","1","0","M"
"Novocaine","2001","http://www.novocaineonline.com/","6","0","1","1","1","0","0","M"
"The Out-of-Towners","1999","","5","0","0","0","1","0","0","M"
"Frost/Nixon","2008","","7.2","0","0","0","0","1","1","M"
"Killing Them Softly","2012","http://killingthemsoftlymovie.com/","5.8","0","1","1","0","0","0","M"
"Oz: The Great and Powerful","2013","http://www.ozthegreatandpowerfulmovie.com","5.7","0","0","1","0","1","0","M"
"Flashdance","1983","","6.1","1","0","0","0","1","1","M"
"Your Sister's Sister","2011","http://www.yoursisterssister-themovie.com/","6.5","0","0","0","1","1","0","M"
"Day of the Dead","1985","","6.9","0","1","0","0","1","0","M"
"Eve's Bayou","1997","","6.1","0","0","0","0","1","0","M"
"Bait","2012","","5.3","0","1","1","0","0","0","M"
"Rabbit Hole","2010","http://www.rabbitholefilm.com/","6.9","0","0","0","0","1","0","M"
"Hansel & Gretel: Witch Hunters","2013","http://www.hanselandgretelmovie.com/","5.7","0","1","1","0","1","0","M"
"Duets","2000","","5.5","0","0","0","1","1","1","M"
"Ulee's Gold","1997","","6.5","0","0","0","0","1","0","M"
"Goal!: The Dream Begins","2005","","6.6","0","0","0","0","1","0","M"
"Kung Fu Panda 2","2011","http://www.kungfupanda.com/","6.7","0","0","0","1","0","0","M"
"Liar Liar","1997","","6.4","0","0","0","1","0","0","M"
"Shanghai Surprise","1986","","2.9","0","0","1","0","0","0","M"
"St. Vincent","2014","http://stvincent-movie.com/","7.1","0","0","0","1","0","0","M"
"Brother","2000","http://www.office-kitano.co.jp/brother/index.html","6.8","0","1","1","0","1","0","M"
"A Monster in Paris","2011","","6.5","0","0","1","1","1","0","M"
"A Bridge Too Far","1977","","6.9","0","0","0","0","1","1","M"
"My Boss's Daughter","2003","","4.4","1","0","0","1","0","0","M"
"When the Cat's Away","1996","","6.1","0","0","0","1","0","0","M"
"Control","2007","http://www.controlthemovie.com","7.5","0","0","0","0","1","0","M"
"Valentine's Day","2010","http://www.valentinesdaymovie.com/","5.7","1","0","0","1","0","0","M"
"National Treasure","2004","","6.4","0","1","1","0","0","0","M"
"Womb","2010","","5.9","1","0","0","0","1","0","M"
"Darling Companion","2012","","5.3","1","0","0","0","1","0","M"
"Friday the 13th Part VIII: Jason Takes Manhattan","1989","","4.8","0","1","1","0","0","0","M"
"Compadres","2016","http://genvideoshd.com/watch-compadres-2016-full-movie-online-genvideos/","5.2","0","0","1","1","0","0","M"
"Escape from Alcatraz","1979","","7.2","0","1","0","0","1","0","M"
"Soldier","1998","http://www.wb-soldier.com/","6.1","0","0","1","0","1","1","M"
"The Maid's Room","2014","","4.8","0","0","1","0","0","0","M"
"Sweet November","2001","","6.4","1","0","0","0","1","0","M"
"The Jimmy Show","2002","","8","0","0","0","1","1","0","M"
"Josie and the Pussycats","2001","","5.3","0","0","0","1","0","1","M"
"Safe House","2012","http://www.nooneissafe.com","6.3","0","0","1","0","0","0","M"
"Top Cat Begins","2015","","5.3","0","0","0","1","0","0","M"
"My Big Fat Greek Wedding","2002","","6.2","1","0","0","1","1","0","M"
"Brick Mansions","2014","","5.7","0","1","1","0","1","0","M"
"Bottle Rocket","1996","","6.8","0","1","0","1","1","0","M"
"Live and Let Die","1973","http://www.mgm.com/view/movie/1130/Live-and-Let-Die/","6.4","0","0","1","0","0","0","M"
"Breakdown","1997","","6.6","0","0","1","0","1","0","M"
"Mallrats","1995","","6.8","1","0","0","1","0","0","M"
"Flash of Genius","2008","http://flashofgenius.net/","6.3","0","0","0","0","1","0","M"
"Just Like Heaven","2005","","6.5","1","0","0","1","1","0","M"
"Stir of Echoes","1999","","6.5","0","1","1","0","0","0","M"
"The Benchwarmers","2006","","5.2","0","0","0","1","0","0","M"
"Mondays in the Sun","2002","","7.1","0","0","0","0","1","0","M"
"Splice","2009","http://www.splicethefilm.com/","5.5","0","1","1","0","1","0","M"
"Scary Movie 3","2003","","5.8","0","0","0","1","0","0","M"
"Thomas and the Magic Railroad","2000","","4.6","0","0","0","1","1","0","M"
"The Shipping News","2001","","6.4","1","0","0","0","1","0","M"
"Paddington","2014","http://www.paddington.com/","7","0","0","0","1","0","0","M"
"Buffalo Soldiers","2001","","6.5","0","1","1","1","1","1","M"
"Police Academy","1984","","6.5","0","1","0","1","0","0","M"
"Flushed Away","2006","http://www.dreamworksanimation.com/flushed/","6","0","0","1","1","0","0","M"
"Brown Sugar","2002","","7","1","0","0","1","0","0","M"
"Barbecue","2014","","5.8","0","0","0","1","0","0","M"
"The Reader","2008","","7.2","1","0","0","0","1","0","M"
"Finding Neverland","2004","","7.2","0","0","0","0","1","0","M"
"Pierrot le Fou","2065","","7.6","0","0","1","0","1","0","M"
"The Boxtrolls","2014","","6.6","0","0","0","1","1","0","M"
"Black Rain","1989","","6.2","0","1","1","0","0","0","M"
"The Greatest Story Ever Told","2065","","6.5","0","0","0","0","1","1","M"
"Why I Did (Not) Eat My Father","2015","http://pourquoijaipasmangemonpere.com/","5.3","0","0","1","1","0","0","M"
"Yes","2005","","5.9","1","0","0","0","1","0","M"
"Mumford","1999","","6.3","1","0","0","1","1","0","M"
"The Best Exotic Marigold Hotel","2011","http://www.foxsearchlight.com/thebestexoticmarigoldhotel/","6.9","0","0","0","1","1","0","M"
"Casino","1995","","7.8","0","1","0","0","1","0","M"
"Seven Years in Tibet","1997","","7","0","0","1","0","1","1","M"
"End of the Spear","2005","http://www.endofthespear.com/","6.1","0","0","1","0","1","0","M"
"The Ghastly Love of Johnny X","2013","http://johnnyxmovie.com/","6.6","0","0","0","1","1","1","M"
"The Heart of Me","2002","","7.7","1","0","0","0","1","0","M"
"The Blue Bird","2040","","6.4","0","0","0","0","1","0","M"
"Thinner","1996","","5.5","0","1","1","0","0","0","M"
"Ruby in Paradise","1993","","5.6","1","0","0","0","1","0","M"
"Southland Tales","2006","http://darko.com/film_southlandtales.html","5.2","0","0","1","1","1","0","M"
"Domino","2005","","6","0","1","1","0","0","0","M"
"10th & Wolf","2006","","6.3","0","1","1","0","1","0","M"
"Glengarry Glen Ross","1992","","7.5","0","1","0","0","1","0","M"
"Morvern Callar","2002","","7.2","0","0","0","0","1","0","M"
"Risen","2016","","5.7","0","0","1","0","0","0","M"
"Cirque du Soleil: Worlds Away","2012","","6.1","0","0","0","0","1","0","M"
"Rang De Basanti","2006","","7.2","0","0","0","0","1","0","M"
"A Guy Named Joe","2044","","6","1","0","0","0","1","1","M"
"Show Boat","2051","","6.9","1","0","0","0","0","1","M"
"Spawn","1997","","5","0","1","1","0","1","0","M"
"Because I Said So","2007","http://www.becauseisaidsomovie.com/index_intro.htm","5.8","0","0","0","1","0","0","M"
"The Naked Gun 2????????????????????: The Smell of Fear","1991","","6.6","0","1","0","1","0","0","M"
"The Losers","2010","http://www.the-losers.com/","6.2","0","1","1","0","0","0","M"
"Carriers","2009","","5.8","0","1","1","0","1","0","M"
"Chicken Little","2005","http://movies.disney.com/chicken-little","5.6","0","0","0","1","0","0","M"
"Facing the Giants","2006","http://www.facingthegiants.com/","6.6","0","0","0","0","1","0","M"
"Freeway","1996","","6.5","0","0","1","1","1","0","M"
"The Other Conquest","1999","","5.4","0","0","0","0","1","0","M"
"Steel","1997","","4.3","0","0","1","0","1","0","M"
"Speed","1994","","6.8","0","1","1","0","0","0","M"
"Heli","2013","","6.2","0","1","0","0","1","0","M"
"Observe and Report","2009","","5.6","0","1","0","1","1","0","M"
"Trade","2007","http://www.trade-derfilm.de/","6.8","0","0","1","0","1","0","M"
"Face/Off","1997","","6.8","0","1","1","0","1","0","M"
"A Room with a View","1985","","6.9","1","0","0","0","1","0","M"
"Shine a Light","2008","http://www.shinealightmovie.com/","7.2","0","0","0","0","0","1","M"
"Down Terrace","2009","http://downterrace.blogspot.com/","6.3","0","0","1","1","1","0","M"
"You Only Live Twice","1967","http://www.mgm.com/view/movie/2347/You-Only-Live-Twice/","6.5","0","0","1","0","0","0","M"
"American Heist","2014","","4.3","0","0","1","0","0","0","M"
"Kinsey","2004","","6.6","0","0","0","0","1","0","M"
"What's Love Got to Do with It","1993","","6.9","0","0","0","0","1","1","M"
"Eragon","2006","http://www.eragonmovie.com/","4.9","0","0","1","0","1","0","M"
"The Sound and the Shadow","2014","http://soundandtheshadow.com/","0","0","1","1","1","0","0","M"
"The Stewardesses","1969","","4.3","0","0","0","1","0","0","M"
"The Reaping","2007","http://www.thereapingmovie.com","5.4","0","1","0","0","0","0","M"
"Hansel and Gretel Get Baked","2013","https://www.facebook.com/HanselGretelGetBaked","4.8","0","1","0","1","0","0","M"
"Wayne's World","1992","","6.5","0","0","0","1","0","1","M"
"Owning Mahowny","2003","","6.8","0","1","1","0","1","0","M"
"Men in Black","1997","http://www.sonypictures.com/homevideo/meninblack/","6.9","0","0","1","1","1","0","M"
"Highlander: Endgame","2000","","4.4","0","0","1","0","1","0","M"
"A Hard Day's Night","2064","http://www.thebeatles.com/film/hard-days-night","7.3","0","0","0","1","0","1","M"
"Housebound","2014","http://www.houseboundthemovie.com/","6.5","0","1","1","1","0","0","M"
"Mean Streets","1973","","7.2","0","1","0","0","1","0","M"
"Night at the Museum","2006","","6.3","0","0","1","1","1","0","M"
"The Crazies","2010","","6.2","0","1","1","0","0","0","M"
"Dragon Hunters","2008","","6.5","0","0","0","1","0","0","M"
"The Count of Monte Cristo","2002","","7.3","0","0","1","0","1","0","M"
"The Brothers Solomon","2007","","4.9","0","0","0","1","0","0","M"
"Clerks","1994","http://www.miramax.com/movie/clerks/","7.4","0","0","0","1","0","0","M"
"The Dilemma","2011","http://www.thedilemmamovie.com","5.2","0","0","0","1","1","0","M"
"Ghost Ship","2002","","5.3","0","1","1","0","0","0","M"
"Wal-Mart: The High Cost of Low Price","2005","http://www.walmartmovie.com/","6.9","0","0","0","0","0","1","M"
"My Dog Skip","2000","http://mydogskip.warnerbros.com/","6.5","0","0","0","1","1","0","M"
"Monkeybone","2001","","4.3","0","0","1","1","1","0","M"
"Karachi se Lahore","2015","https://www.epicbuzz.net/movies/karachi-se-lahore","8","0","0","0","1","0","0","M"
"The Immigrant","2013","http://theimmigrant-lefilm.com/","6.2","1","0","0","0","1","0","M"
"Idlewild","2006","","5.1","0","1","0","0","1","1","M"
"Animals","2014","","6.2","0","0","0","0","1","0","M"
"Deep Rising","1998","","6","0","1","1","0","1","0","M"
"Howard the Duck","1986","","5.1","0","0","0","1","1","0","M"
"Madea Goes to Jail","2009","http://www.madeagoestojailmovie.com/","6.4","0","1","0","1","1","0","M"
"The Blue Lagoon","1980","","5.8","1","0","1","0","1","0","M"
"Jade","1995","","5.2","1","1","1","0","0","0","M"
"Army of Darkness","1992","","7.3","0","1","0","1","1","0","M"
"Sisters in Law","2005","","7.3","0","0","0","0","0","1","M"
"The Flintstones in Viva Rock Vegas","2000","http://www.vivarockvegas.com/","4.4","1","0","0","1","1","0","M"
"Dear Wendy","2005","","5.6","1","1","0","1","1","0","M"
"Must Love Dogs","2005","http://www2.warnerbros.com/mustlovedogs/","5.8","1","0","0","1","0","0","M"
"A Beautiful Mind","2001","http://www.abeautifulmind.com/","7.7","1","0","0","0","1","0","M"
"Space Cowboys","2000","http://movies.warnerbros.com/spacecowboys/index.html","6.3","0","0","1","0","0","0","M"
"The Three Stooges","2012","http://www.threestooges.com/movie/index.htm","4.9","0","0","0","1","0","0","M"
"Bedtime Stories","2008","","5.9","1","0","0","1","1","0","M"
"The Killer Inside Me","2010","http://www.killerinsideme.com/","6","0","1","1","0","1","0","M"
"I'm Not There.","2007","http://www.imnotthere-movie.com/","6.6","0","0","0","0","1","1","M"
"Toy Story 2","1999","http://toystory.disney.com/toy-story-2","7.3","0","0","0","1","0","0","M"
"Recess: School's Out","2001","","6.6","0","0","0","1","1","0","M"
"The Vow","2012","","7","1","0","0","0","1","0","M"
"The Butterfly Effect","2004","","7.3","0","0","1","0","1","0","M"
"The Good, the Bad and the Ugly","2066","http://www.mgm.com/#/our-titles/766/The-Good,-the-Bad-and-the-Ugly","8.1","0","0","1","0","0","0","M"
"Wanderlust","2012","http://www.wanderlust-movie.com/Wanderlust/home.html","5.3","0","0","0","1","0","0","M"
"The Beast from 20,000 Fathoms","2053","","6.7","0","1","1","0","1","0","M"
"102 Dalmatians","2000","","5.1","0","0","0","1","0","0","M"
"All Is Bright","2013","","5.3","0","0","0","1","1","0","M"
"From Paris with Love","2010","http://www.frompariswithlovefilm.com/","6.1","0","1","1","0","0","0","M"
"Seed of Chucky","2004","","4.9","0","1","0","1","1","0","M"
"The Gallows","2015","http://thegallowsmovie.com/","4.9","0","1","1","0","0","0","M"
"Redemption Road","2011","","4.7","0","0","0","0","1","0","M"
"Firewall","2006","","5.6","0","0","1","0","0","0","M"
"Final Destination","2000","","6.4","0","1","0","0","0","0","M"
"Beastmaster 2: Through the Portal of Time","1991","","4.6","0","0","1","0","1","0","M"
"A Knight's Tale","2001","","6.6","1","0","1","0","1","0","M"
"Never Say Never Again","1983","http://www.mgm.com/view/movie/1345/Never-Say-Never-Again/","5.8","0","0","1","0","0","0","M"
"Troll Hunter","2010","http://trolljegeren.no/","6.7","0","1","0","0","1","0","M"
"Terminator 3: Rise of the Machines","2003","","5.9","0","0","1","0","1","0","M"
"Where the Wild Things Are","2009","http://wherethewildthingsare.warnerbros.com/","6.4","0","0","0","0","1","0","M"
"All or Nothing","2002","","7","0","0","0","1","1","0","M"
"Homefront","2013","","6.4","0","0","1","0","0","0","M"
"In Good Company","2004","","5.9","1","0","0","1","1","0","M"
"Rodeo Girl","2016","","5.5","0","0","0","0","0","0","M"
"American Outlaws","2001","","5.7","0","0","1","0","0","0","M"
"Get Over It","2001","","5.5","1","0","0","1","0","0","M"
"The Front Page","1974","","6.9","1","0","0","1","1","0","M"
"You Can't Take It With You","2038","","7.2","1","0","0","1","0","0","M"
"The Watch","2012","","5.3","0","0","0","1","0","0","M"
"The Return","2003","","7.4","0","1","1","0","1","0","M"
"Conan the Destroyer","1984","","5.8","0","0","1","0","1","0","M"
"Fateless","2005","","6.5","0","0","0","0","1","1","M"
"Grease","1978","","7.2","1","0","0","0","0","0","M"
"Love's Abiding Joy","2006","","5.8","0","0","1","0","1","0","M"
"Philomena","2013","","7.4","0","0","0","0","1","0","M"
"Miss Congeniality","2000","","6.1","0","1","1","1","0","0","M"
"Ghost Dog: The Way of the Samurai","1999","","7.2","0","1","0","0","1","0","M"
"Plastic","2014","","6.1","0","1","1","1","1","0","M"
"Practical Magic","1998","","6.3","0","0","0","1","1","0","M"
"A Thin Line Between Love and Hate","1996","","5.7","1","1","1","1","0","0","M"
"Without Limits","1998","","6.2","0","0","0","0","1","0","M"
"Octopussy","1983","http://www.mgm.com/view/movie/1394/Octopussy/","6.2","0","0","1","0","0","0","M"
"Freeheld","2015","http://www.freeheld.movie/","7.1","1","0","0","0","1","0","M"
"A Madea Christmas","2013","http://www.amadeachristmasmovie.com","7","0","0","0","1","1","0","M"
"Don't Be Afraid of the Dark","2010","http://www.dontbeafraidofthedark.com/","5.4","0","1","1","0","1","0","M"
"The Harvest (La Cosecha)","2011","http://www.facebook.com/theharvestfilm","0","0","0","0","0","0","1","M"
"Blazing Saddles","1974","","7.2","0","0","1","1","0","0","M"
"Frankenweenie","2012","http://movies.disney.com/frankenweenie-2012","6.6","0","0","0","1","0","0","M"
"Jackass 3D","2010","","6.4","0","0","1","1","0","1","M"
"Anchorman: The Legend of Ron Burgundy","2004","","6.7","0","0","0","1","0","0","M"
"The Visual Bible: The Gospel of John","2003","","8.2","0","0","0","0","1","1","M"
"Bangkok Dangerous","2008","http://www.bangkokdangerousmovie.net/","5","0","1","1","0","0","0","M"
"Hoodwinked!","2005","http://www.hoodwinkedthemovie.com","5.9","0","0","0","1","0","0","M"
"Good Night, and Good Luck.","2005","http://wip.warnerbros.com/goodnightgoodluck/","6.8","0","0","0","0","1","1","M"
"Creature","1998","","4","0","1","1","0","1","0","M"
"Jason X","2001","","4.5","0","1","0","0","1","0","M"
"Reign of Fire","2002","","6","0","0","1","0","1","0","M"
"Quest for Camelot","1998","","6.9","1","0","0","1","1","0","M"
"The Hunt for Red October","1990","http://www.paramount.com/movies/hunt-red-october","7.2","0","0","1","0","0","0","M"
"Swept Away","2002","","4.8","1","0","0","1","0","0","M"
