"title@sourceA","year@sourceA","popularity@sourceA","comedy@sourceA","fantasy@sourceA","romance@sourceA","horror@sourceA","action@sourceA","non-fiction@sourceA","type@sourceA","title@sourceB","year@sourceB","homepage@sourceB","popularity@sourceB","romance@sourceB","horror@sourceB","action@sourceB","comedy@sourceB","fantasy@sourceB","non-fiction@sourceB","type@sourceB","Confidence"
"The Ghost Writer","2010","7.2","0","0","0","1","1","0","M","The Ghost Writer","2010","","6.7","0","1","1","0","0","0","M","100"
"How to Train Your Dragon","2010","8.1","1","0","0","0","1","0","M","How to Train Your Dragon","2010","http://www.howtotrainyourdragon.com/","7.5","0","0","1","1","1","0","M","100"
"Superbad","2007","7.6","1","0","0","0","0","0","M","Superbad","2007","http://www.areyousuperbad.com/","7","0","0","0","1","0","0","M","100"
"Pain & Gain","2013","6.5","1","1","0","1","0","0","M","Pain & Gain","2013","http://www.painandgainmovie.com/","6.1","0","1","1","0","0","0","M","100"
"We Are Your Friends","2015","6.2","0","1","1","0","0","1","M","We Are Your Friends","2015","","6.3","1","0","0","0","1","1","M","100"
"Fantastic Four","2015","4.3","0","1","0","0","1","0","M","Fantastic Four","2015","http://www.fantasticfourmovie.com/","4.4","0","0","1","0","1","0","M","100"
"Australia","2008","6.6","0","1","1","0","1","0","M","Australia","2008","","6.3","0","0","0","0","1","0","M","100"
"The Purge","2013","5.7","0","1","0","1","1","0","M","The Purge","2013","","6","0","1","1","0","1","0","M","100"
"Secret in Their Eyes","2015","6.2","0","1","0","1","0","0","M","Secret in Their Eyes","2015","http://secretintheireyes.movie/","6.2","0","1","0","0","1","0","M","100"
"The Green Inferno","2013","5.4","0","0","0","1","1","0","M","The Green Inferno","2014","","5","0","1","1","0","0","0","M","100"
"Spring Breakers","2012","5.3","0","1","0","0","0","0","M","Spring Breakers","2013","http://www.springbreakersmovie.com/","5","0","1","0","0","1","0","M","100"
"After Earth","2013","4.9","0","1","0","0","1","0","M","After Earth","2013","","5","0","0","1","0","1","0","M","100"
"Stake Land","2010","6.5","0","1","0","1","0","0","M","Stake Land","2010","http://www.stakelandthefilm.com/","6.2","0","1","1","0","1","0","M","100"
"Terminator Salvation","2009","6.6","0","1","0","0","1","0","M","Terminator Salvation","2009","https://www.warnerbros.com/terminator-salvation","5.9","0","0","1","0","1","0","M","100"
"Gone Girl","2014","8.1","0","1","0","1","0","0","M","Gone Girl","2014","http://www.gonegirlmovie.com/","7.9","0","1","1","0","1","0","M","100"
"Pan","2015","5.8","0","1","0","0","1","0","M","Pan","2015","","5.9","0","0","1","0","1","0","M","100"
"50/50","2011","7.7","1","1","1","0","0","0","M","50/50","2011","http://www.50-50themovie.com/","7","0","0","0","1","1","0","M","100"
"San Andreas","2015","6.1","0","1","0","0","1","0","M","San Andreas","2015","http://www.sanandreasmovie.com/","6","0","0","1","0","1","0","M","100"
"Disaster Movie","2008","1.9","1","0","0","0","0","0","M","Disaster Movie","2008","http://www.disastermovie.net/","3","0","0","1","1","0","0","M","100"
"Knocked Up","2007","7","1","0","1","0","0","0","M","Knocked Up","2007","http://knockedupmovie.com/","6.2","1","0","0","1","1","0","M","100"
"One Day","2011","7","0","1","1","0","0","0","M","One Day","2011","http://www.focusfeatures.com/one_day","7","1","0","0","0","1","0","M","100"
"The Lego Movie","2014","7.8","1","0","0","0","1","0","M","The Lego Movie","2014","http://www.thelegomovie.com","7.5","0","0","1","1","1","0","M","100"
"Guardians of the Galaxy","2014","8.1","0","1","0","0","1","0","M","Guardians of the Galaxy","2014","http://marvel.com/guardians","7.9","0","0","1","0","1","0","M","100"
"Sinister","2012","6.8","0","0","0","1","0","0","M","Sinister","2012","","6.7","0","1","1","0","0","0","M","100"
"Unstoppable","2010","6.8","0","0","0","0","1","0","M","Unstoppable","2010","","6.3","0","0","1","0","0","0","M","100"
"The Boy Next Door","2015","4.6","0","0","0","1","1","0","M","The Boy Next Door","2015","http://www.theboynextdoorfilm.com/","4.1","0","0","1","0","0","0","M","100"
"Interstellar","2014","8.6","0","1","0","0","1","0","M","Interstellar","2014","http://www.interstellarmovie.net/","8.1","0","0","1","0","1","0","M","100"
"Unknown","2011","6.9","0","0","0","1","1","0","M","Unknown","2011","http://unknownmovie.warnerbros.com/","6.5","0","1","1","0","0","0","M","100"
"Beautiful Creatures","2013","6.2","0","1","1","0","0","0","M","Beautiful Creatures","2013","","5.6","1","0","0","0","1","0","M","100"
"Trance","2013","7","0","1","0","1","0","0","M","Trance","2013","","6.5","0","1","1","0","1","0","M","100"
"Night at the Museum: Secret of the Tomb","2014","6.2","1","0","0","0","1","0","M","Night at the Museum: Secret of the Tomb","2014","","6.1","0","0","1","1","1","0","M","100"
"End of Watch","2012","7.7","0","1","0","1","1","0","M","End of Watch","2012","","7.2","0","1","1","0","1","0","M","100"
"Centurion","2010","6.4","0","1","0","0","1","0","M","Centurion","2010","http://www.centurionmovie.com/","5.9","0","0","1","0","1","0","M","100"
"Just Go with It","2011","6.4","1","0","1","0","0","0","M","Just Go with It","2011","http://www.justgowithit-movie.com","6.3","1","0","0","1","0","0","M","100"
"World War Z","2013","7","0","0","0","1","1","0","M","World War Z","2013","http://www.worldwarzmovie.com","6.7","0","1","1","0","1","0","M","100"
"Step Up 2: The Streets","2008","6.2","0","1","1","0","0","1","M","Step Up 2: The Streets","2008","","6.5","1","0","0","0","1","1","M","100"
"Man on a Ledge","2012","6.6","0","0","0","1","1","0","M","Man on a Ledge","2012","http://www.manonaledge.com/","6.2","0","1","1","0","0","0","M","100"
"Minions","2015","6.4","1","0","0","0","1","0","M","Minions","2015","http://www.minionsmovie.com/","6.4","0","0","1","1","0","0","M","100"
"Sicario","2015","7.6","0","1","0","1","1","0","M","Sicario","2015","","7.2","0","1","1","0","1","0","M","100"
"Megamind","2010","7.3","1","0","0","0","1","0","M","Megamind","2010","http://www.megamind.com","6.7","0","0","1","1","1","0","M","100"
"The Tree of Life","2011","6.8","0","1","0","0","0","0","M","The Tree of Life","2011","http://www.twowaysthroughlife.com/","6.5","0","0","0","0","1","0","M","100"
"The Prestige","2006","8.5","0","1","0","1","0","0","M","The Prestige","2006","http://wwws.warnerbros.de/theprestige/","8","0","1","1","0","1","0","M","100"
"The Conjuring","2013","7.5","0","0","0","1","1","0","M","The Conjuring","2013","http://theconjuring.warnerbros.com","7.4","0","1","1","0","0","0","M","100"
"That Awkward Moment","2014","6.2","1","0","1","0","0","0","M","That Awkward Moment","2014","","6.1","1","0","0","1","0","0","M","100"
"Straight Outta Compton","2015","7.9","0","1","0","0","0","1","M","Straight Outta Compton","2015","http://www.straightouttacompton.com/","7.7","0","0","0","0","1","1","M","100"
"X-Men: Days of Future Past","2014","8","0","1","0","0","1","0","M","X-Men: Days of Future Past","2014","http://www.x-menmovies.com/","7.5","0","0","1","0","1","0","M","100"
"The Ridiculous 6","2015","4.8","1","0","0","0","1","0","M","The Ridiculous 6","2015","http://www.netflix.com/title/80039517","4.9","0","0","1","1","0","0","M","100"
"Inception","2010","8.8","0","1","0","0","1","0","M","Inception","2010","http://inceptionmovie.warnerbros.com/","8.1","0","1","1","0","1","0","M","100"
"The Boy","2016","6","0","0","0","1","1","0","M","The Boy","2016","http://theboymovie.tumblr.com/","5.8","0","1","1","0","0","0","M","100"
"Eagle Eye","2008","6.6","0","0","0","1","1","0","M","Eagle Eye","2008","","6.3","0","1","1","0","0","0","M","100"
"The Butler","2013","7.2","0","1","0","0","0","1","M","The Butler","2013","","7.2","0","0","0","0","1","0","M","100"
"Silent Hill","2006","6.6","0","0","0","1","1","0","M","Silent Hill","2006","http://www.sonypictures.com/homevideo/silenthill/","6.3","0","1","0","0","0","0","M","100"
"Blood Diamond","2006","8","0","1","0","0","1","0","M","Blood Diamond","2006","","7.3","0","0","1","0","1","0","M","100"
"What's Your Number?","2011","6.1","1","0","1","0","0","0","M","What's Your Number?","2011","http://www.whatsyournumbermovie.com/","6.2","1","0","0","1","0","0","M","100"
"Zoolander 2","2016","4.7","1","0","0","0","0","0","M","Zoolander 2","2016","http://www.zoolander.com/","4.7","0","0","0","1","0","0","M","100"
"The Theory of Everything","2014","7.7","0","1","1","0","0","1","M","The Theory of Everything","2014","http://www.focusfeatures.com/the_theory_of_everything","7.8","1","0","0","0","1","0","M","100"
"Paper Towns","2015","6.3","0","1","1","1","0","0","M","Paper Towns","2015","","6.1","1","1","0","0","1","0","M","100"
"The Midnight Meat Train","2008","6.1","0","0","0","1","0","0","M","The Midnight Meat Train","2008","http://www.midnightmeattrainthemovie.com","6","0","1","1","0","1","0","M","100"
"Southpaw","2015","7.4","0","1","0","0","0","1","M","Southpaw","2015","","7.3","0","0","1","0","1","0","M","100"
"Sucker Punch","2011","6.1","0","1","0","0","1","0","M","Sucker Punch","2011","http://suckerpunchmovie.warnerbros.com","5.9","0","0","1","0","1","0","M","100"
"Her","2013","8","0","1","1","0","0","0","M","Her","2013","http://www.herthemovie.com/","7.9","1","0","0","0","1","0","M","100"
"Horrible Bosses 2","2014","6.3","1","0","0","1","0","0","M","Horrible Bosses 2","2014","","6.1","0","0","0","1","0","0","M","100"
"Gangster Squad","2013","6.7","0","1","0","1","1","0","M","Gangster Squad","2013","http://gangstersquad.warnerbros.com/","6.2","0","1","1","0","1","0","M","100"
"Star Trek Into Darkness","2013","7.8","0","1","0","0","1","0","M","Star Trek Into Darkness","2013","","7.4","0","0","1","0","1","0","M","100"
"Ghostbusters","2016","5.3","1","1","0","0","1","0","M","Ghostbusters","2016","http://www.ghostbusters.com/","5.3","0","0","1","1","1","0","M","100"
"Kicks","2016","6.1","0","0","0","0","1","0","M","Kicks","2016","http://www.focusfeatures.com/kicks","7.5","0","0","1","0","0","0","M","100"
"Ocean's Thirteen","2007","6.9","0","0","0","1","1","0","M","Ocean's Thirteen","2007","http://oceans13.warnerbros.com/","6.5","0","1","1","0","0","0","M","100"
"The Internship","2013","6.3","1","0","0","0","0","0","M","The Internship","2013","http://www.theinternshipmovie.com/","6.1","0","0","0","1","0","0","M","100"
"The Karate Kid","2010","6.2","0","1","0","0","1","0","M","The Karate Kid","1984","","6.9","0","0","0","0","1","0","M","100"
"127 Hours","2010","7.6","0","1","0","0","1","1","M","127 Hours","2010","","7","0","0","1","0","1","0","M","100"
"The Wolf of Wall Street","2013","8.2","1","0","0","1","0","1","M","The Wolf of Wall Street","2013","http://www.thewolfofwallstreet.com/","7.9","0","1","0","1","1","0","M","100"
"The Boy in the Striped Pyjamas","2008","7.8","0","1","0","0","0","1","M","The Boy in the Striped Pyjamas","2008","","7.7","0","0","0","0","1","1","M","100"
"The Hobbit: An Unexpected Journey","2012","7.9","0","1","0","0","1","0","M","The Hobbit: An Unexpected Journey","2012","http://www.thehobbit.com/","7","0","0","1","0","1","0","M","100"
"Rock of Ages","2012","5.9","1","1","0","0","0","1","M","Rock of Ages","2012","http://www.warnerbros.com/rock-ages","6","1","0","0","1","1","1","M","100"
"American Hustle","2013","7.3","0","1","0","1","0","0","M","American Hustle","2013","http://www.americanhustle-movie.com/","6.8","0","1","0","0","1","0","M","100"
"Changeling","2008","7.8","0","1","0","1","0","1","M","Changeling","2008","http://www.changelingmovie.net","7.3","0","1","0","0","1","0","M","100"
"Resident Evil: Afterlife","2010","5.9","0","0","0","1","1","0","M","Resident Evil: Afterlife","2010","http://www.sonypictures.com/movies/residentevilafterlife/site/","5.8","0","1","1","0","1","0","M","100"
"The Book of Eli","2010","6.9","0","1","0","0","1","0","M","The Book of Eli","2010","","6.6","0","0","1","0","1","0","M","100"
"In Time","2011","6.7","0","1","0","0","1","0","M","In Time","2011","http://www.intimemovie.com/","6.7","0","0","1","0","1","0","M","100"
"Bridesmaids","2011","6.8","1","0","1","0","0","0","M","Bridesmaids","2011","http://www.bridesmaidsmovie.com/","6.5","1","0","0","1","0","0","M","100"
"Insurgent","2015","6.3","0","1","0","0","1","0","M","Insurgent","2015","http://www.thedivergentseries.movie/#insurgent","6.2","0","0","1","0","1","0","M","100"
"American Reunion","2012","6.7","1","0","0","0","0","0","M","American Reunion","2012","http://www.americanreunionmovie.com/","6.1","0","0","0","1","0","0","M","100"
"The Age of Adaline","2015","7.2","0","1","1","0","0","0","M","The Age of Adaline","2015","http://theageofadalinemovie.com","7.4","1","0","0","0","1","0","M","100"
"Apocalypto","2006","7.8","0","1","0","0","1","0","M","Apocalypto","2006","","7.3","0","0","1","0","1","0","M","100"
"The Secret Life of Walter Mitty","2013","7.3","1","1","0","0","1","0","M","The Secret Life of Walter Mitty","2013","","7","0","0","1","1","1","0","M","100"
"The Dictator","2012","6.4","1","0","0","0","0","0","M","The Dictator","2012","http://www.dictatorthemovie.com/","5.9","0","0","0","1","0","0","M","100"
"The Great Gatsby","2013","7.3","0","1","1","0","0","0","M","The Great Gatsby","2013","","7.3","1","0","0","0","1","0","M","100"
"The Girl on the Train","2016","6.5","0","1","0","1","0","0","M","The Girl on the Train","2009","","5.6","1","0","0","0","1","0","M","100"
"The Host","2013","5.9","0","0","1","0","1","0","M","The Host","2013","","6","1","0","1","0","1","0","M","100"
"The Host","2006","7","1","1","0","1","0","0","M","The Host","2013","","6","1","0","1","0","1","0","M","100"
"The Host","2013","5.9","0","0","1","0","1","0","M","The Host","2006","http://www.hostmovie.com/","6.7","0","1","0","0","1","0","M","100"
"The Host","2006","7","1","1","0","1","0","0","M","The Host","2006","http://www.hostmovie.com/","6.7","0","1","0","0","1","0","M","100"
